Subject,Code,Title,Prerequisites
BENG,BENG 97,Internship/Field Studies,"lower-division standing, completion of thirty units of UC San Diego undergraduate study, a minimum UC San Diego GPA of 3"
BENG,BENG 98,Directed Group Study,"lower-division standing, completion of thirty units of undergraduate study at UC San Diego with a UC San Diego GPA of at least 3"
BENG,BENG 99,Independent Study for Undergraduates,"lower-division standing, completion of thirty units of undergraduate study at UC San Diego with a UC San Diego GPA of at least 3"
BENG,BENG 99H,Independent Study,student must be of first-year standing and a Regents Scholar; approved Special Studies form
BENG,BENG 100,Introduction to Probability and Statistics for Bioengineers,"MATH 18 or MATH 31AH , MATH 20C or MATH 31BH; bioengineering majors only or consent of department"
BENG,BENG 102,Molecular Components of Living Systems,BENG 120 or consent of department
BENG,BENG 103B,Bioengineering Mass Transfer,"CENG 101A or MAE 101A or BENG 112A, or consent of department"
BENG,BENG 110,Musculoskeletal Biomechanics,"MATH 20D, MATH 20E or MATH 31CH, MATH 18 or MATH 31AH; PHYS 2A or PHYS 2AR, PHYS 2BL, or consent of department"
BENG,BENG 112A,Soft Tissue Biomechanics,BENG 110 or consent of department
BENG,BENG 112B,Fluid and Cell Biomechanics,BENG 112A or consent of department
BENG,BENG 120,Organic Chemistry Structural and Design Principles,CHEM 6A and 6B; majors only or consent of department
BENG,BENG 122A,Biosystems and Control,MAE 40 or ECE 35 or consent of department
BENG,BENG 123,Dynamic Simulation in Bioengineering,"MATH 18 or MATH 31AH, MATH 20D, BENG 120, or CHEM 40B; majors only or consent of department"
BENG,BENG 125,Modeling and Computation in Bioengineering,BENG 122A or BENG 123 or BENG 181 or consent of department
BENG,BENG 130,Biotechnology Thermodynamics and Kinetics,"CHEM 6B, MATH 20A, 20B, 20D, PHYS 2A, 2B, 2C; majors only or consent of department"
BENG,BENG 133,Numerical Analysis and Computational Engineering,MATH 20D and MATH 18 or MATH 31AH or consent of department
BENG,BENG 134,"Measurements, Statistics, and Probability",MATH 20D and MATH 18 or MATH 31AH; BENG 100 or consent of department
BENG,BENG 135,Biomedical Signals and Systems,"ECE 45 and MAE 40; bioengineering majors only (BE25, BE27, BE28 and BE29) or consent of department"
BENG,BENG 140A,Bioengineering Physiology,"CHEM 6A-B, PHYS 2A-C, BILD 1, or BENG 102; majors only or consent of department"
BENG,BENG 140B,Bioengineering Physiology,"CHEM 6A or CHEM 6AH and PHYS 2A or PHYS 2AR and PHYS 2B and BILD 1, or BENG 102; majors only or consent of instructor"
BENG,BENG 141,Biomedical Optics and Imaging,PHYS 2C or consent of department
BENG,BENG 152,Biosystems Engineering Laboratory,MAE 40 or ECE 35; bioengineering: biosystems majors only or consent of department
BENG,BENG 160,Chemical and Molecular Bioengineering Techniques,"BICD 100, BENG 100, CHEM 40B or CHEM 40BH or BENG 120, MAE 170; majors only or consent of department"
BENG,BENG 161A,Bioreactor Engineering,MATH 20D and BENG 103B or consent of department
BENG,BENG 161B,Biochemical Engineering,MATH 20D and BENG 103B and BENG 160 or consent of department
BENG,BENG 162,Biotechnology Laboratory,BENG 160; majors only or consent of department
BENG,BENG 166A,Cell and Tissue Engineering,"BILD 1 and CHEM 6C or CHEM 6CH or CHEM 7L or CHEM 7LM and MATH 20D and PHYS 2A or PHYS 2AR, PHYS 2B-C; senior standing or consent of department"
BENG,BENG 168,Biomolecular Engineering,BILD 1 or consent of department
BENG,BENG 172,Bioengineering Laboratory,MAE 170; junior or senior standing in the major or consent of instructor
BENG,BENG/BIMM/CSE 181,Molecular Sequence Analysis,CSE 100; CSE 101; BIMM 100 or CHEM 114C; bioinformatics majors only
BENG,BENG/BIMM/CSE/CHEM 182,Biological Databases,CSE 100; bioinformatics majors only
BENG,BENG 183,Applied Genomic Technologies,"BIMM 100 or CHEM 114C, or consent of department"
BENG,BENG 186A,Principles of Biomaterials Design,"BILD 1 and BENG 130 and PHYS 2A or PHYS 2AR, or consent of department"
BENG,BENG 186B,Principles of Bioinstrumentation Design,ECE 35 or MAE 40; or consent of department
BENG,BENG 187A,Bioengineering Design Project: Planning,"BENG 112A or BENG 152 or BENG 168 or BENG 181; bioengineering, bioengineering: biotechnology, or bioengineering: biosystems majors, or bioengineering: bioinformatics majors only or consent of department"
BENG,BENG 187B,Bioengineering Design Project: Development,"BENG 187A; bioengineering, bioengineering: biotechnology, or bioengineering: biosystems or bioengineering: bioinformatics majors only or consent of instructor"
BENG,BENG 187C,Bioengineering Design Project: Implementation,"BENG 187B; bioengineering, bioengineering: biotechnology, or bioengineering: biosystems or bioengineering: bioinformatics majors only or consent of instructor"
BENG,BENG 187D,Bioengineering Design Project: Presentation,"BENG 187C; bioengineering, bioengineering: biotechnology, or bioengineering: biosystems or bioengineering: bioinformatics majors only or consent of instructor"
BENG,BENG 188A,Design Development in Bioengineering,"BENG 187A; BE25, BE27, BE28, and BE29 majors only or consent of department"
BENG,BENG 188B,Design Implementation in Bioengineering,"BENG 188A; BE25, BE27, BE28, and BE29 majors only or consent of department"
BENG,BENG 189,Physiological Systems Engineering,"BENG 133, 134, 135, 140A and 140B, or consent of department"
BENG,BENG 190,Special Topics in Bioengineering,"bioengineering majors only (BE25, BE27, BE28, BE29) or consent of department"
BENG,BENG 190L,Special Topics in Bioengineering with Laboratory,"bioengineering majors only (BE25, BE27, BE28, BE29) or consent of department"
BENG,BENG 191/291,Senior Seminar I: Professional Issues in Bioengineering,consent of instructor
BENG,BENG 193,Clinical Experience in Bioengineering,BENG 140A or BIPN 100; BENG 140B or BIPN 102; consent of instructor required
BENG,BENG 195P,Pedagogy and Learning Apprenticeship,3
BENG,BENG 196,Bioengineering Industrial Internship,"consent of department and completion of all lower-division course requirements, including general-science requirement; laboratory experience"
BENG,BENG 197,Engineering Internship,completion of ninety units with a 2
BENG,BENG 198,Directed Group Study,"upper-division standing, completion of ninety units of UC San Diego undergraduate study, a minimum UC San Diego GPA of 2"
BENG,BENG 199,Independent Study for Undergraduates,"upper-division standing, completion of ninety units of UC San Diego undergraduate study, a minimum UC San Diego GPA of 2"
BENG,BENG 202/CSE 282,Bioinformatics II: Introduction to Bioinformatics Algorithms,Pharm 201 or consent of instructor
BENG,BENG 203/CSE 283,"Genomics, Proteomics, and Network Biology","Pharm 201, BENG 202/CSE 282, or consent of instructor"
BENG,BENG 204,Systems Medicine: Data Analytics and Mechanisms,graduate standing
BENG,BENG 207,Topics in Bioengineering,N/A
BENG,BENG 208,Topics in Bioengineering with Lab,consent of instructor
BENG,BENG/MAE 209,Continuum Mechanics Applied to Medicine/Biology,(BENG 226 or MAE 201 or MAE 210A) and (BENG 227 or MAE 201 or MAE 210A) and (BENG 221 or MAE 208)
BENG,BENG 211,Systems Biology and Bioengineering I: Biological Components,"BENG 230A or BIMM 100, or consent of instructor"
BENG,BENG 212,Systems Biology and Bioengineering II: Large-Scale Data Analysis,graduate standing
BENG,BENG 213,Systems Biology and Bioengineering III: Building and Simulating Large-Scale in Silico Models,BENG 212 and graduate standing
BENG,BENG 216,Neuromorphic Integrated Bioelectronics,graduate standing
BENG,BENG 219,Data Science for Multiscale Biology,graduate standing or consent of instructor
BENG,BENG 221,Mathematical Methods for Bioengineering,graduate standing in bioengineering or consent of instructor
BENG,BENG 223,"Thermodynamics, Statistical Mechanics, Interfacial Phenomena in Living Systems",graduate standing in bioengineering or consent of instructor
BENG,BENG 224,Regulatory Affairs,graduate standing in bioengineering only or consent of department
BENG,BENG 225,Business of Biotech,graduate standing in bioengineering or consent of department
BENG,BENG 226,Foundations of Bioengineering I: Tissue and Cell Properties,graduate standing or consent of instructor
BENG,BENG 227,Transport Phenomena in Living Systems,"BENG 221, graduate standing, or consent of instructor"
BENG,BENG 230A,Biochemistry,restricted to bioengineering graduate students with major code BE75
BENG,BENG 230B,Cell and Molecular Biology,BENG 230A; restricted to bioengineering graduate students with major code BE75
BENG,BENG 230C,Cardiovascular Physiology,BENG 230B or consent of instructor
BENG,BENG 230D,Respiratory and Renal Physiology,"BIPN 100, 102, and BENG 230C, or consent of instructor"
BENG,BENG 232,"Musculoskeletal Health, Injury, and Disease",graduate standing or consent of instructor
BENG,BENG 233,Neuromuscular Physiology and Biomechanics,graduate standing or consent of instructor
BENG,BENG 234,Intro to Neurophysiology: Molecules to Systems,graduate standing or consent of instructor
BENG,BENG 235,Molecular Imaging and Quantitation in Living Cells,graduate standing or consent of instructor
BENG,BENG 238/MED 238,Molecular Biology of the Cardiovascular System,N/A
BENG,BENG 241A,Tissue Engineering and Regenerative Medicine: Foundations,graduate standing
BENG,BENG 241B,Tissue Engineering and Regenerative Medicine: Cell Microenvironment,"BENG 241A, graduate standing, or consent of instructor"
BENG,BENG 241C,Tissue Engineering and Regenerative Medicine: Development and Growth,"BENG 241A, graduate standing, or consent of instructor"
BENG,BENG 242/MATS 257/NANO 257,Polymer Science and Engineering,"graduate standing in bioengineering, nanoengineering, or materials science, or consent of instructor"
BENG,BENG 247A/ECE 247A/NANO 247A,Advanced Biophotonics,graduate standing
BENG,BENG 247B/ECE 247B/NANO 247B,Bioelectronics,graduate standing
BENG,BENG 247C/ECE 247C/NANO 247C,Bionanotechnology,graduate standing
BENG,BENG 254,Synthetic Biology,N/A
BENG,BENG 260/BGGN 260/PHYS 279,Neurodynamics,graduate standing or consent of instructor
BENG,BENG 267,Microcirculation in Health and Disease,consent of instructor
BENG,BENG 276/CHEM 276/MATH 276/SPPS 276,Numerical Analysis in Multiscale Biology,consent of instructor
BENG,BENG 277/BIOM 287,Tissue Engineering Laboratory,consent of instructor
BENG,BENG 278/RAD 278,Magnetic Resonance Imaging,"BENG 280A or basic knowledge of linear systems and MRI, or consent of instructor"
BENG,BENG 280A/ECE 207,Principles of Biomedical Imaging,graduate standing
BENG,BENG 280B,Comparative Biomedical Imaging,consent of instructor
BENG,BENG 280C,Imaging Cardiovascular Disease,graduate standing
BENG,BENG 281,Seminar in Bioengineering,N/A
BENG,BENG 282,Seminar: Faculty Research,N/A
BENG,BENG 283/CHEM 283/BIOM 283,Supramolecular Structure Determination Laboratory,consent of instructor
BENG,BENG 285/BNFO 285/ECE 204,Statistical Learning in Bioinformatics,ECE 271A or ECE 271B or MATH 283; or consent of instructor
BENG,BENG 291/191,Senior Seminar I: Professional Issues in Bioengineering,consent of instructor
BENG,BENG 292,Scientific Ethics,doctoral students only or consent of department
BENG,BENG 294A,Patient-Centered Clinical Medicine for Bioengineers,bioengineering MS medicine majors only or consent of department
BENG,BENG 294B,Engineering in the Patient Healthcare System,BENG 294A; bioengineering MS medicine majors only or consent of department
BENG,BENG 294C,Clinical Experience in Bioengineering,BENG 294B; bioengineering MS medicine majors only or consent of department
BENG,BENG 295,Bioengineering Design Project and Industrial Training,consent of instructor and department approval
BENG,BENG 296,Independent Study,consent of instructor
BENG,BENG 298,Directed Group Study,consent of instructor
BENG,BENG 298L,Laboratory Research Rotation,PhD student in bioengineering
BENG,BENG 299,Graduate Research,consent of instructor
BENG,BENG 500,Apprentice Teaching for Specialization in Multi-Scale Biology,consent of instructor and department approval
BENG,BENG 501,Teaching Experience,consent of instructor and department approval
BIOM,BIOM 200A,Molecules to Organisms: Concepts,limited to BMS graduate students except by consent of instructor
BIOM,BIOM 200B,Molecules to Organisms: Approaches,limited to BMS graduate students except by consent of instructor
BIOM,BIOM 201,Seminars in Biomedical Research,limited to BMS graduate students except by consent of instructor
BIOM,BIOM 202,Biomedical Sciences Research Rotation,limited to BMS graduate students except by consent of instructor
BIOM,BIOM 209,"Lipid Cell Signaling Genomics, Proteomics, and Metabolomics",none
BIOM,BIOM 218,Current Topics in Anthropogeny,graduate standing required
BIOM,BIOM 219,Ethics in Scientific Research,consent of instructor
BIOM,BIOM 222,Essentials of Glycobiology,N/A
BIOM,BIOM 225,Introduction to Anthropogeny,graduate standing required
BIOM,BIOM 229,Advanced Anthropogeny,N/A
BIOM,BIOM 231,Contemporary Topics in Pharmacology,consent of instructor
BIOM,BIOM 242,Seminar in Genetics,consent of instructor
BIOM,BIOM 246,Current Literature in Glycobiology,consent of instructor
BIOM,BIOM 252,Genetics and Genomics,"BIOM 200A-B, 201"
BIOM,BIOM 253,Pathogens and Host Defense,"BIOM 200A-B, 201"
BIOM,BIOM 254,Molecular and Cell Biology,"BIOM 200A-B, 201"
BIOM,BIOM 255,Molecular Basis of Drug Action and Disease Therapy,N/A
BIOM,BIOM 256,Molecular Pathology of Cancer,limited to BMS graduate students except by consent of instructor
BIOM,BIOM 262,Quantitative Methods in Genetics,"BGGN 223, or BIOM 252 and BIOM 272, or equivalent"
BIOM,BIOM 272,Seminars in Genetics,limited to BMS graduate students except by consent of instructor
BIOM,BIOM 274,Seminars in Molecular and Cell Biology,limited to BMS graduate students except by consent of instructor
BIOM,BIOM 275,Seminars in Pharmacology,limited to BMS graduate students except by consent of instructor
BIOM,BIOM 285,Statistical Inference in the Medical Sciences,N/A
BIOM,BIOM 294,Pharmacology and Molecular Biology Journal Club,enrollment in PhD program at year two and above
BIOM,BIOM 295,Pharmacology Research Discussions,N/A
BIOM,BIOM 296,Directed Reading,consent of instructor
BIOM,BIOM 297,Progress in Signal Transduction,"graduate-level biochemistry, cell biology, and molecular biology; registered as second-year and above graduate student in biomedical sciences, biology, or chemistry"
BIOM,BIOM 298,Directed Study,N/A
BIOM,BIOM 299,Independent Study or Research,consent of instructor
CAT,CAT 1,"Culture, Art, and Technology 1",Sixth College students only; completion of UC Entry Level Writing Requirement
CAT,CAT 2,"Culture, Art, and Technology 2",Sixth College students only; CAT 1
CAT,CAT 2CE,Writing and Community 1,Sixth College students only; CAT 1; department authorization required
CAT,CAT 3,"Culture, Art, and Technology 3",Sixth College students only; CAT 2
CAT,CAT 3CE,Writing and Community 2,Sixth College students only; CAT 2 or CAT 2CE; department authorization required
CAT,CAT 24,Introduction to Special Projects/Topics,department authorization required
CAT,CAT 75,Experience Art!—Sixth College Seminar Series,Sixth College students only
CAT,CAT 87,First-year Student Seminar,none
CAT,CAT 90,Introduction to Experiential Learning Seminar,Sixth College students only; department authorization required
CAT,CAT 98,"Culture, Art, and Technology Lower-Division Group Study",lower-division standing; cumulative GPA of 3
CAT,CAT 124,Sixth College Practicum,upper-division standing; department authorization required
CAT,CAT 124GS,Sixth College Practicum Global Seminar,upper-division standing; department authorization required
CAT,CAT 124RS,Sixth College Practicum Online Global Seminar,upper-division standing; department authorization required
CAT,CAT 125,Public Rhetoric and Practical Communication,Sixth College students only;upper-division standing
CAT,CAT 125GS,Public Rhetoric and Practical Communication Global Seminar,upper-division standing;department authorization required
CAT,CAT 125R,Public Rhetoric and Practical Communication Online,Sixth College students only; upper-division standing
CAT,CAT 125RS,Public Rhetoric and Practical Communication Online Global Seminar,upper-division standing; department authorization required
